order_id,product_id,quantity,subtotal,customer_id,order_date,order_status,payment_method,name,age,gender,city,signup_date,product_name,category,price,stock_quantity
70,51,3,8568,97,2023-05-09,Delivered,Wallet,Customer_97,56,Male,Delhi,2021-05-31,Product_51,Electronics,2856,79
157,51,3,8568,63,2022-05-03,Delivered,COD,Customer_63,27,Female,Delhi,2021-04-09,Product_51,Electronics,2856,79
237,51,1,2856,194,2022-09-06,Delivered,UPI,Customer_194,43,Female,Delhi,2021-05-23,Product_51,Electronics,2856,79
401,51,3,8568,111,2022-01-08,Delivered,COD,Customer_111,39,Male,Bangalore,2021-05-26,Product_51,Electronics,2856,79
118,51,1,2856,90,2022-09-19,Delivered,COD,Customer_90,34,Female,Chennai,2021-03-10,Product_51,Electronics,2856,79
163,51,4,11424,149,2022-08-14,Delivered,COD,Customer_149,23,Female,Delhi,2021-03-31,Product_51,Electronics,2856,79
169,51,2,5712,117,2022-01-25,Delivered,COD,Customer_117,31,Female,Delhi,2021-01-07,Product_51,Electronics,2856,79
334,51,3,8568,25,2023-04-27,Delivered,COD,Customer_25,39,Male,Bangalore,2021-05-10,Product_51,Electronics,2856,79
432,51,2,5712,19,2023-03-20,Delivered,Wallet,Customer_19,47,Male,Chennai,2021-02-13,Product_51,Electronics,2856,79
481,51,1,2856,116,2022-08-30,Cancelled,Wallet,Customer_116,54,Female,Mumbai,2021-05-25,Product_51,Electronics,2856,79
273,92,1,4959,162,2023-05-11,Delivered,Wallet,Customer_162,58,Female,Delhi,2021-04-15,Product_92,Home,4959,124
228,92,3,14877,30,2022-07-10,Processing,Wallet,Customer_30,33,Female,Chennai,2021-04-03,Product_92,Home,4959,124
22,92,1,4959,123,2022-09-08,Delivered,Wallet,Customer_123,56,Male,Delhi,2021-06-27,Product_92,Home,4959,124
49,92,3,14877,104,2023-02-13,Returned,UPI,Customer_104,51,Female,Delhi,2021-07-05,Product_92,Home,4959,124
407,92,3,14877,36,2022-07-18,Processing,Credit Card,Customer_36,26,Female,Chennai,2021-05-15,Product_92,Home,4959,124
118,92,1,4959,90,2022-09-19,Delivered,COD,Customer_90,34,Female,Chennai,2021-03-10,Product_92,Home,4959,124
119,92,1,4959,46,2022-01-05,Delivered,UPI,Customer_46,45,Female,Bangalore,2021-05-18,Product_92,Home,4959,124
271,92,4,19836,92,2022-12-31,Returned,Wallet,Customer_92,52,Female,Chennai,2021-05-20,Product_92,Home,4959,124
225,92,4,19836,29,2022-06-30,Delivered,Credit Card,Customer_29,45,Male,Mumbai,2021-01-08,Product_92,Home,4959,124
438,92,2,9918,17,2022-03-13,Delivered,COD,Customer_17,19,Female,Bangalore,2021-03-15,Product_92,Home,4959,124
499,92,4,19836,108,2022-06-23,Delivered,UPI,Customer_108,54,Male,Delhi,2021-05-13,Product_92,Home,4959,124
205,92,4,19836,81,2022-02-09,Delivered,COD,Customer_81,18,Female,Chennai,2021-01-09,Product_92,Home,4959,124
494,92,2,9918,131,2022-04-13,Delivered,Credit Card,Customer_131,49,Male,Chennai,2021-03-24,Product_92,Home,4959,124
381,92,3,14877,54,2022-06-11,Cancelled,Credit Card,Customer_54,21,Female,Bangalore,2021-06-01,Product_92,Home,4959,124
369,92,3,14877,12,2023-03-19,Processing,COD,Customer_12,53,Female,Delhi,2021-01-12,Product_92,Home,4959,124
405,92,3,14877,56,2022-02-19,Processing,Wallet,Customer_56,23,Female,Delhi,2021-07-09,Product_92,Home,4959,124
273,40,1,4025,162,2023-05-11,Delivered,Wallet,Customer_162,58,Female,Delhi,2021-04-15,Product_40,Home,4025,70
313,40,3,12075,5,2022-10-12,Delivered,Credit Card,Customer_5,38,Female,Delhi,2021-05-04,Product_40,Home,4025,70
25,40,1,4025,62,2022-05-21,Delivered,COD,Customer_62,51,Male,Delhi,2021-01-23,Product_40,Home,4025,70
51,40,4,16100,39,2022-12-06,Cancelled,Credit Card,Customer_39,21,Female,Chennai,2021-04-24,Product_40,Home,4025,70
125,40,2,8050,111,2022-01-09,Delivered,UPI,Customer_111,39,Male,Bangalore,2021-05-26,Product_40,Home,4025,70
442,40,4,16100,47,2022-07-28,Returned,Credit Card,Customer_47,24,Male,Chennai,2021-04-11,Product_40,Home,4025,70
361,40,3,12075,106,2022-08-24,Delivered,UPI,Customer_106,40,Male,Delhi,2021-05-22,Product_40,Home,4025,70
150,40,3,12075,149,2023-02-02,Delivered,UPI,Customer_149,23,Female,Delhi,2021-03-31,Product_40,Home,4025,70
252,40,2,8050,110,2022-07-25,Delivered,Credit Card,Customer_110,57,Female,Delhi,2021-03-16,Product_40,Home,4025,70
486,40,3,12075,17,2022-08-21,Returned,UPI,Customer_17,19,Female,Bangalore,2021-03-15,Product_40,Home,4025,70
206,40,2,8050,84,2022-12-13,Returned,COD,Customer_84,26,Female,Chennai,2021-05-08,Product_40,Home,4025,70
303,40,2,8050,129,2023-01-09,Delivered,Wallet,Customer_129,59,Male,Mumbai,2021-06-14,Product_40,Home,4025,70
248,40,3,12075,103,2023-02-19,Delivered,Credit Card,Customer_103,29,Female,Chennai,2021-02-11,Product_40,Home,4025,70
255,40,2,8050,87,2022-01-12,Delivered,UPI,Customer_87,25,Female,Bangalore,2021-04-21,Product_40,Home,4025,70
359,40,3,12075,87,2022-12-03,Delivered,UPI,Customer_87,25,Female,Bangalore,2021-04-21,Product_40,Home,4025,70
258,40,2,8050,178,2022-08-12,Delivered,Credit Card,Customer_178,29,Male,Chennai,2021-06-22,Product_40,Home,4025,70
491,40,2,8050,188,2022-04-26,Delivered,Credit Card,Customer_188,54,Male,Mumbai,2021-01-20,Product_40,Home,4025,70
481,40,3,12075,116,2022-08-30,Cancelled,Wallet,Customer_116,54,Female,Mumbai,2021-05-25,Product_40,Home,4025,70
273,55,3,8472,162,2023-05-11,Delivered,Wallet,Customer_162,58,Female,Delhi,2021-04-15,Product_55,Home,2824,99
462,55,3,8472,32,2022-08-02,Returned,Wallet,Customer_32,20,Male,Bangalore,2021-03-31,Product_55,Home,2824,99
219,55,1,2824,179,2022-10-31,Processing,Credit Card,Customer_179,56,Male,Bangalore,2021-06-09,Product_55,Home,2824,99
304,55,3,8472,47,2022-07-12,Delivered,COD,Customer_47,24,Male,Chennai,2021-04-11,Product_55,Home,2824,99
99,55,2,5648,130,2022-02-28,Delivered,UPI,Customer_130,30,Female,Mumbai,2021-06-15,Product_55,Home,2824,99
124,55,4,11296,190,2022-06-26,Delivered,UPI,Customer_190,50,Male,Chennai,2021-05-26,Product_55,Home,2824,99
350,55,2,5648,100,2022-10-15,Delivered,COD,Customer_100,24,Female,Chennai,2021-02-08,Product_55,Home,2824,99
146,55,2,5648,151,2023-05-10,Delivered,UPI,Customer_151,45,Male,Mumbai,2021-02-08,Product_55,Home,2824,99
435,55,3,8472,187,2022-04-27,Returned,Wallet,Customer_187,40,Male,Mumbai,2021-05-27,Product_55,Home,2824,99
489,55,2,5648,152,2023-02-21,Delivered,Wallet,Customer_152,37,Female,Bangalore,2021-05-06,Product_55,Home,2824,99
328,55,3,8472,114,2023-02-20,Delivered,Credit Card,Customer_114,18,Female,Chennai,2021-03-15,Product_55,Home,2824,99
248,55,1,2824,103,2023-02-19,Delivered,Credit Card,Customer_103,29,Female,Chennai,2021-02-11,Product_55,Home,2824,99
249,55,3,8472,131,2022-03-23,Delivered,UPI,Customer_131,49,Male,Chennai,2021-03-24,Product_55,Home,2824,99
254,55,4,11296,124,2023-04-22,Delivered,COD,Customer_124,44,Female,Delhi,2021-01-27,Product_55,Home,2824,99
295,55,1,2824,112,2022-11-20,Delivered,UPI,Customer_112,44,Female,Bangalore,2021-03-17,Product_55,Home,2824,99
3,34,4,7696,76,2023-05-12,Delivered,UPI,Customer_76,43,Female,Chennai,2021-04-10,Product_34,Sports,1924,34
274,34,4,7696,35,2022-11-22,Delivered,Credit Card,Customer_35,38,Male,Mumbai,2021-04-15,Product_34,Sports,1924,34
16,34,2,3848,60,2023-03-26,Returned,Wallet,Customer_60,35,Male,Delhi,2021-07-02,Product_34,Sports,1924,34
19,34,1,1924,165,2022-06-19,Delivered,Credit Card,Customer_165,23,Male,Bangalore,2021-05-11,Product_34,Sports,1924,34
22,34,3,5772,123,2022-09-08,Delivered,Wallet,Customer_123,56,Male,Delhi,2021-06-27,Product_34,Sports,1924,34
454,34,3,5772,89,2022-01-11,Delivered,Wallet,Customer_89,28,Female,Bangalore,2021-04-27,Product_34,Sports,1924,34
123,34,1,1924,104,2022-08-03,Delivered,Credit Card,Customer_104,51,Female,Delhi,2021-07-05,Product_34,Sports,1924,34
53,34,3,5772,198,2022-03-06,Delivered,Credit Card,Customer_198,21,Male,Chennai,2021-02-23,Product_34,Sports,1924,34
73,34,3,5772,33,2023-02-03,Cancelled,Wallet,Customer_33,54,Female,Mumbai,2021-06-11,Product_34,Sports,1924,34
71,34,2,3848,155,2023-04-08,Cancelled,Wallet,Customer_155,45,Male,Delhi,2021-05-21,Product_34,Sports,1924,34
468,34,3,5772,26,2023-01-12,Returned,UPI,Customer_26,42,Female,Delhi,2021-02-04,Product_34,Sports,1924,34
376,34,3,5772,190,2022-09-14,Returned,UPI,Customer_190,50,Male,Chennai,2021-05-26,Product_34,Sports,1924,34
299,34,3,5772,29,2022-01-12,Delivered,Credit Card,Customer_29,45,Male,Mumbai,2021-01-08,Product_34,Sports,1924,34
400,34,4,7696,55,2022-11-05,Delivered,UPI,Customer_55,19,Female,Mumbai,2021-05-31,Product_34,Sports,1924,34
97,25,1,4585,76,2022-02-21,Delivered,Wallet,Customer_76,43,Female,Chennai,2021-04-10,Product_25,Clothing,4585,89
6,25,2,9170,40,2023-04-15,Cancelled,UPI,Customer_40,42,Female,Delhi,2021-03-16,Product_25,Clothing,4585,89
415,25,2,9170,40,2023-01-13,Delivered,COD,Customer_40,42,Female,Delhi,2021-03-16,Product_25,Clothing,4585,89
471,25,4,18340,14,2023-04-08,Delivered,COD,Customer_14,41,Male,Chennai,2021-03-06,Product_25,Clothing,4585,89
23,25,4,18340,78,2022-09-04,Delivered,COD,Customer_78,58,Female,Chennai,2021-07-08,Product_25,Clothing,4585,89
246,25,1,4585,157,2022-06-07,Delivered,Credit Card,Customer_157,56,Male,Chennai,2021-02-27,Product_25,Clothing,4585,89
130,25,3,13755,68,2022-03-02,Delivered,Credit Card,Customer_68,25,Female,Bangalore,2021-03-03,Product_25,Clothing,4585,89
384,25,3,13755,51,2022-11-16,Delivered,Credit Card,Customer_51,34,Male,Bangalore,2021-04-09,Product_25,Clothing,4585,89
161,25,3,13755,168,2022-07-14,Delivered,UPI,Customer_168,26,Female,Delhi,2021-07-10,Product_25,Clothing,4585,89
422,25,3,13755,25,2022-07-25,Processing,Wallet,Customer_25,39,Male,Bangalore,2021-05-10,Product_25,Clothing,4585,89
205,25,3,13755,81,2022-02-09,Delivered,COD,Customer_81,18,Female,Chennai,2021-01-09,Product_25,Clothing,4585,89
449,25,3,13755,81,2023-01-01,Cancelled,Credit Card,Customer_81,18,Female,Chennai,2021-01-09,Product_25,Clothing,4585,89
262,25,4,18340,65,2022-04-23,Delivered,UPI,Customer_65,31,Female,Chennai,2021-01-30,Product_25,Clothing,4585,89
480,25,4,18340,82,2023-02-20,Processing,UPI,Customer_82,42,Male,Delhi,2021-07-18,Product_25,Clothing,4585,89
427,25,1,4585,172,2022-12-06,Delivered,UPI,Customer_172,41,Male,Delhi,2021-06-10,Product_25,Clothing,4585,89
97,37,4,9172,76,2022-02-21,Delivered,Wallet,Customer_76,43,Female,Chennai,2021-04-10,Product_37,Sports,2293,102
220,37,4,9172,123,2022-06-18,Delivered,Wallet,Customer_123,56,Male,Delhi,2021-06-27,Product_37,Sports,2293,102
29,37,4,9172,89,2022-08-15,Returned,COD,Customer_89,28,Female,Bangalore,2021-04-27,Product_37,Sports,2293,102
483,37,4,9172,146,2022-01-02,Delivered,UPI,Customer_146,45,Male,Delhi,2021-07-01,Product_37,Sports,2293,102
370,37,2,4586,53,2022-03-25,Delivered,UPI,Customer_53,57,Female,Delhi,2021-04-06,Product_37,Sports,2293,102
53,37,3,6879,198,2022-03-06,Delivered,Credit Card,Customer_198,21,Male,Chennai,2021-02-23,Product_37,Sports,2293,102
411,37,2,4586,109,2023-03-04,Delivered,Credit Card,Customer_109,52,Male,Mumbai,2021-06-12,Product_37,Sports,2293,102
152,37,3,6879,110,2022-04-08,Delivered,Wallet,Customer_110,57,Female,Delhi,2021-03-16,Product_37,Sports,2293,102
236,37,1,2293,175,2022-11-10,Delivered,COD,Customer_175,49,Male,Mumbai,2021-05-14,Product_37,Sports,2293,102
474,37,4,9172,7,2022-03-27,Delivered,UPI,Customer_7,36,Female,Delhi,2021-06-10,Product_37,Sports,2293,102
337,37,4,9172,4,2022-10-12,Cancelled,Credit Card,Customer_4,25,Male,Bangalore,2021-06-12,Product_37,Sports,2293,102
430,37,4,9172,98,2022-06-15,Delivered,UPI,Customer_98,58,Male,Bangalore,2021-05-24,Product_37,Sports,2293,102
405,37,3,6879,56,2022-02-19,Processing,Wallet,Customer_56,23,Female,Delhi,2021-07-09,Product_37,Sports,2293,102
445,37,2,4586,80,2022-10-01,Delivered,COD,Customer_80,32,Female,Bangalore,2021-03-17,Product_37,Sports,2293,102
97,15,3,8637,76,2022-02-21,Delivered,Wallet,Customer_76,43,Female,Chennai,2021-04-10,Product_15,Clothing,2879,78
423,15,4,11516,39,2023-03-31,Delivered,Credit Card,Customer_39,21,Female,Chennai,2021-04-24,Product_15,Clothing,2879,78
34,15,3,8637,104,2022-01-29,Cancelled,Credit Card,Customer_104,51,Female,Delhi,2021-07-05,Product_15,Clothing,2879,78
42,15,2,5758,63,2022-09-29,Delivered,Wallet,Customer_63,27,Female,Delhi,2021-04-09,Product_15,Clothing,2879,78
76,15,3,8637,66,2022-12-10,Delivered,UPI,Customer_66,48,Male,Delhi,2021-01-17,Product_15,Clothing,2879,78
101,15,4,11516,95,2022-05-28,Delivered,Credit Card,Customer_95,22,Female,Chennai,2021-05-03,Product_15,Clothing,2879,78
408,15,2,5758,148,2023-01-22,Delivered,Wallet,Customer_148,59,Male,Mumbai,2021-04-01,Product_15,Clothing,2879,78
265,15,1,2879,187,2022-12-26,Returned,COD,Customer_187,40,Male,Mumbai,2021-05-27,Product_15,Clothing,2879,78
215,15,4,11516,49,2022-04-02,Delivered,Credit Card,Customer_49,52,Female,Delhi,2021-07-11,Product_15,Clothing,2879,78
205,15,1,2879,81,2022-02-09,Delivered,COD,Customer_81,18,Female,Chennai,2021-01-09,Product_15,Clothing,2879,78
359,15,2,5758,87,2022-12-03,Delivered,UPI,Customer_87,25,Female,Bangalore,2021-04-21,Product_15,Clothing,2879,78
358,47,3,1512,76,2022-07-14,Delivered,Credit Card,Customer_76,43,Female,Chennai,2021-04-10,Product_47,Books,504,179
478,47,1,504,72,2022-07-21,Cancelled,COD,Customer_72,38,Male,Mumbai,2021-05-21,Product_47,Books,504,179
487,47,1,504,14,2023-04-06,Delivered,Credit Card,Customer_14,41,Male,Chennai,2021-03-06,Product_47,Books,504,179
222,47,4,2016,62,2022-12-29,Delivered,Credit Card,Customer_62,51,Male,Delhi,2021-01-23,Product_47,Books,504,179
420,47,2,1008,104,2022-06-02,Delivered,Credit Card,Customer_104,51,Female,Delhi,2021-07-05,Product_47,Books,504,179
36,47,2,1008,32,2023-05-12,Delivered,Wallet,Customer_32,20,Male,Bangalore,2021-03-31,Product_47,Books,504,179
158,47,1,504,182,2023-04-21,Delivered,COD,Customer_182,54,Female,Bangalore,2021-02-16,Product_47,Books,504,179
360,47,4,2016,117,2023-01-17,Delivered,COD,Customer_117,31,Female,Delhi,2021-01-07,Product_47,Books,504,179
453,47,1,504,25,2022-02-01,Delivered,Wallet,Customer_25,39,Male,Bangalore,2021-05-10,Product_47,Books,504,179
354,47,3,1512,17,2022-03-25,Returned,Credit Card,Customer_17,19,Female,Bangalore,2021-03-15,Product_47,Books,504,179
486,47,4,2016,17,2022-08-21,Returned,UPI,Customer_17,19,Female,Bangalore,2021-03-15,Product_47,Books,504,179
194,47,2,1008,88,2022-02-09,Delivered,COD,Customer_88,41,Female,Bangalore,2021-05-24,Product_47,Books,504,179
358,48,2,9426,76,2022-07-14,Delivered,Credit Card,Customer_76,43,Female,Chennai,2021-04-10,Product_48,Books,4713,70
143,48,4,18852,40,2022-09-26,Delivered,Credit Card,Customer_40,42,Female,Delhi,2021-03-16,Product_48,Books,4713,70
392,48,2,9426,40,2022-07-27,Returned,Wallet,Customer_40,42,Female,Delhi,2021-03-16,Product_48,Books,4713,70
39,48,4,18852,166,2022-09-02,Delivered,Credit Card,Customer_166,25,Female,Chennai,2021-04-02,Product_48,Books,4713,70
315,48,2,9426,166,2022-06-13,Delivered,Wallet,Customer_166,25,Female,Chennai,2021-04-02,Product_48,Books,4713,70
46,48,1,4713,194,2023-01-12,Delivered,Wallet,Customer_194,43,Female,Delhi,2021-05-23,Product_48,Books,4713,70
113,48,1,4713,38,2022-08-06,Returned,COD,Customer_38,35,Male,Chennai,2021-02-27,Product_48,Books,4713,70
320,48,2,9426,86,2023-04-05,Delivered,COD,Customer_86,18,Male,Delhi,2021-03-24,Product_48,Books,4713,70
82,48,4,18852,118,2023-04-30,Returned,Wallet,Customer_118,20,Female,Delhi,2021-06-23,Product_48,Books,4713,70
459,48,4,18852,109,2023-03-01,Delivered,Credit Card,Customer_109,52,Male,Mumbai,2021-06-12,Product_48,Books,4713,70
178,48,2,9426,130,2022-11-24,Cancelled,UPI,Customer_130,30,Female,Mumbai,2021-06-15,Product_48,Books,4713,70
358,82,2,9638,76,2022-07-14,Delivered,Credit Card,Customer_76,43,Female,Chennai,2021-04-10,Product_82,Books,4819,65
8,82,1,4819,150,2023-02-01,Processing,COD,Customer_150,45,Male,Chennai,2021-01-19,Product_82,Books,4819,65
110,82,3,14457,11,2022-04-17,Cancelled,UPI,Customer_11,41,Female,Delhi,2021-04-11,Product_82,Books,4819,65
35,82,3,14457,14,2023-03-22,Delivered,Wallet,Customer_14,41,Male,Chennai,2021-03-06,Product_82,Books,4819,65
349,82,3,14457,42,2023-01-07,Delivered,Credit Card,Customer_42,26,Male,Delhi,2021-04-30,Product_82,Books,4819,65
483,82,4,19276,146,2022-01-02,Delivered,UPI,Customer_146,45,Male,Delhi,2021-07-01,Product_82,Books,4819,65
41,82,4,19276,23,2022-07-04,Processing,Wallet,Customer_23,50,Male,Bangalore,2021-04-05,Product_82,Books,4819,65
116,82,1,4819,23,2022-09-16,Returned,Credit Card,Customer_23,50,Male,Bangalore,2021-04-05,Product_82,Books,4819,65
237,82,1,4819,194,2022-09-06,Delivered,UPI,Customer_194,43,Female,Delhi,2021-05-23,Product_82,Books,4819,65
370,82,3,14457,53,2022-03-25,Delivered,UPI,Customer_53,57,Female,Delhi,2021-04-06,Product_82,Books,4819,65
62,82,1,4819,111,2022-11-20,Returned,UPI,Customer_111,39,Male,Bangalore,2021-05-26,Product_82,Books,4819,65
282,82,1,4819,196,2022-11-15,Delivered,Credit Card,Customer_196,23,Female,Chennai,2021-01-01,Product_82,Books,4819,65
85,82,4,19276,159,2022-07-17,Delivered,COD,Customer_159,18,Male,Chennai,2021-07-19,Product_82,Books,4819,65
141,82,1,4819,51,2022-08-15,Delivered,COD,Customer_51,34,Male,Bangalore,2021-04-09,Product_82,Books,4819,65
269,82,4,19276,51,2023-03-24,Cancelled,Credit Card,Customer_51,34,Male,Bangalore,2021-04-09,Product_82,Books,4819,65
276,82,4,19276,88,2023-02-18,Delivered,Wallet,Customer_88,41,Female,Bangalore,2021-05-24,Product_82,Books,4819,65
301,82,4,19276,82,2023-02-05,Cancelled,COD,Customer_82,42,Male,Delhi,2021-07-18,Product_82,Books,4819,65
4,68,4,1396,35,2022-01-04,Delivered,COD,Customer_35,38,Male,Mumbai,2021-04-15,Product_68,Books,349,116
5,68,4,1396,1,2022-12-15,Delivered,COD,Customer_1,56,Male,Chennai,2021-06-01,Product_68,Books,349,116
127,68,3,1047,60,2022-01-20,Delivered,UPI,Customer_60,35,Male,Delhi,2021-07-02,Product_68,Books,349,116
478,68,2,698,72,2022-07-21,Cancelled,COD,Customer_72,38,Male,Mumbai,2021-05-21,Product_68,Books,349,116
222,68,3,1047,62,2022-12-29,Delivered,Credit Card,Customer_62,51,Male,Delhi,2021-01-23,Product_68,Books,349,116
421,68,2,698,42,2022-08-10,Delivered,Wallet,Customer_42,26,Male,Delhi,2021-04-30,Product_68,Books,349,116
346,68,1,349,146,2022-10-12,Processing,Wallet,Customer_146,45,Male,Delhi,2021-07-01,Product_68,Books,349,116
50,68,3,1047,179,2022-12-25,Cancelled,UPI,Customer_179,56,Male,Bangalore,2021-06-09,Product_68,Books,349,116
39,68,2,698,166,2022-09-02,Delivered,Credit Card,Customer_166,25,Female,Chennai,2021-04-02,Product_68,Books,349,116
58,68,4,1396,200,2022-05-22,Delivered,Wallet,Customer_200,34,Female,Chennai,2021-01-03,Product_68,Books,349,116
60,68,1,349,192,2022-06-07,Cancelled,UPI,Customer_192,36,Female,Chennai,2021-02-18,Product_68,Books,349,116
119,68,4,1396,46,2022-01-05,Delivered,UPI,Customer_46,45,Female,Bangalore,2021-05-18,Product_68,Books,349,116
152,68,2,698,110,2022-04-08,Delivered,Wallet,Customer_110,57,Female,Delhi,2021-03-16,Product_68,Books,349,116
252,68,2,698,110,2022-07-25,Delivered,Credit Card,Customer_110,57,Female,Delhi,2021-03-16,Product_68,Books,349,116
168,68,1,349,57,2022-02-09,Delivered,COD,Customer_57,59,Male,Bangalore,2021-02-06,Product_68,Books,349,116
489,68,3,1047,152,2023-02-21,Delivered,Wallet,Customer_152,37,Female,Bangalore,2021-05-06,Product_68,Books,349,116
224,68,2,698,158,2022-12-11,Returned,UPI,Customer_158,50,Female,Mumbai,2021-05-28,Product_68,Books,349,116
324,68,3,1047,158,2022-02-02,Delivered,Credit Card,Customer_158,50,Female,Mumbai,2021-05-28,Product_68,Books,349,116
318,68,3,1047,172,2023-03-12,Delivered,Wallet,Customer_172,41,Male,Delhi,2021-06-10,Product_68,Books,349,116
18,80,4,19832,35,2022-08-15,Returned,COD,Customer_35,38,Male,Mumbai,2021-04-15,Product_80,Sports,4958,56
471,80,3,14874,14,2023-04-08,Delivered,COD,Customer_14,41,Male,Chennai,2021-03-06,Product_80,Sports,4958,56
458,80,1,4958,154,2022-04-12,Delivered,UPI,Customer_154,28,Female,Delhi,2021-06-22,Product_80,Sports,4958,56
112,80,3,14874,104,2022-11-09,Delivered,UPI,Customer_104,51,Female,Delhi,2021-07-05,Product_80,Sports,4958,56
126,80,2,9916,104,2022-04-09,Processing,Credit Card,Customer_104,51,Female,Delhi,2021-07-05,Product_80,Sports,4958,56
241,80,4,19832,179,2023-03-02,Delivered,UPI,Customer_179,56,Male,Bangalore,2021-06-09,Product_80,Sports,4958,56
38,80,2,9916,125,2022-11-14,Cancelled,Credit Card,Customer_125,26,Male,Chennai,2021-05-02,Product_80,Sports,4958,56
451,80,4,19832,198,2022-04-05,Delivered,Wallet,Customer_198,21,Male,Chennai,2021-02-23,Product_80,Sports,4958,56
452,80,1,4958,200,2022-06-15,Delivered,COD,Customer_200,34,Female,Chennai,2021-01-03,Product_80,Sports,4958,56
71,80,3,14874,155,2023-04-08,Cancelled,Wallet,Customer_155,45,Male,Delhi,2021-05-21,Product_80,Sports,4958,56
439,80,1,4958,74,2023-01-30,Delivered,UPI,Customer_74,35,Male,Chennai,2021-01-19,Product_80,Sports,4958,56
89,80,3,14874,184,2022-10-29,Processing,Wallet,Customer_184,19,Male,Chennai,2021-03-21,Product_80,Sports,4958,56
227,80,1,4958,173,2022-12-22,Delivered,UPI,Customer_173,32,Female,Delhi,2021-06-15,Product_80,Sports,4958,56
107,80,3,14874,27,2023-05-08,Delivered,Wallet,Customer_27,44,Male,Mumbai,2021-03-22,Product_80,Sports,4958,56
390,80,2,9916,149,2022-09-28,Returned,Wallet,Customer_149,23,Female,Delhi,2021-03-31,Product_80,Sports,4958,56
364,80,3,14874,57,2023-04-22,Delivered,COD,Customer_57,59,Male,Bangalore,2021-02-06,Product_80,Sports,4958,56
215,80,1,4958,49,2022-04-02,Delivered,Credit Card,Customer_49,52,Female,Delhi,2021-07-11,Product_80,Sports,4958,56
254,80,4,19832,124,2023-04-22,Delivered,COD,Customer_124,44,Female,Delhi,2021-01-27,Product_80,Sports,4958,56
267,80,3,14874,54,2022-12-20,Delivered,Wallet,Customer_54,21,Female,Bangalore,2021-06-01,Product_80,Sports,4958,56
295,80,4,19832,112,2022-11-20,Delivered,UPI,Customer_112,44,Female,Bangalore,2021-03-17,Product_80,Sports,4958,56
18,50,1,2100,35,2022-08-15,Returned,COD,Customer_35,38,Male,Mumbai,2021-04-15,Product_50,Books,2100,158
172,50,4,8400,35,2023-03-19,Delivered,COD,Customer_35,38,Male,Mumbai,2021-04-15,Product_50,Books,2100,158
5,50,1,2100,1,2022-12-15,Delivered,COD,Customer_1,56,Male,Chennai,2021-06-01,Product_50,Books,2100,158
217,50,2,4200,1,2022-02-28,Returned,Credit Card,Customer_1,56,Male,Chennai,2021-06-01,Product_50,Books,2100,158
36,50,3,6300,32,2023-05-12,Delivered,Wallet,Customer_32,20,Male,Bangalore,2021-03-31,Product_50,Books,2100,158
94,50,1,2100,157,2022-08-14,Delivered,Wallet,Customer_157,56,Male,Chennai,2021-02-27,Product_50,Books,2100,158
87,50,2,4200,109,2023-03-16,Delivered,COD,Customer_109,52,Male,Mumbai,2021-06-12,Product_50,Books,2100,158
438,50,4,8400,17,2022-03-13,Delivered,COD,Customer_17,19,Female,Bangalore,2021-03-15,Product_50,Books,2100,158
291,50,2,4200,161,2023-02-08,Processing,Credit Card,Customer_161,30,Male,Delhi,2021-05-07,Product_50,Books,2100,158
409,50,3,6300,81,2022-12-15,Delivered,Wallet,Customer_81,18,Female,Chennai,2021-01-09,Product_50,Books,2100,158
324,50,4,8400,158,2022-02-02,Delivered,Credit Card,Customer_158,50,Female,Mumbai,2021-05-28,Product_50,Books,2100,158
319,50,2,4200,99,2023-01-16,Delivered,COD,Customer_99,45,Male,Mumbai,2021-02-26,Product_50,Books,2100,158
481,50,3,6300,116,2022-08-30,Cancelled,Wallet,Customer_116,54,Female,Mumbai,2021-05-25,Product_50,Books,2100,158
172,49,2,9342,35,2023-03-19,Delivered,COD,Customer_35,38,Male,Mumbai,2021-04-15,Product_49,Home,4671,31
31,49,3,14013,40,2022-02-08,Processing,UPI,Customer_40,42,Female,Delhi,2021-03-16,Product_49,Home,4671,31
145,49,4,18684,11,2023-01-16,Delivered,UPI,Customer_11,41,Female,Delhi,2021-04-11,Product_49,Home,4671,31
35,49,1,4671,14,2023-03-22,Delivered,Wallet,Customer_14,41,Male,Chennai,2021-03-06,Product_49,Home,4671,31
78,49,3,14013,5,2022-05-20,Delivered,Wallet,Customer_5,38,Female,Delhi,2021-05-04,Product_49,Home,4671,31
157,49,1,4671,63,2022-05-03,Delivered,COD,Customer_63,27,Female,Delhi,2021-04-09,Product_49,Home,4671,31
55,49,3,14013,67,2022-06-26,Processing,UPI,Customer_67,32,Male,Delhi,2021-04-23,Product_49,Home,4671,31
72,49,3,14013,183,2022-03-14,Delivered,COD,Customer_183,34,Male,Delhi,2021-05-29,Product_49,Home,4671,31
87,49,3,14013,109,2023-03-16,Delivered,COD,Customer_109,52,Male,Mumbai,2021-06-12,Product_49,Home,4671,31
167,49,2,9342,180,2023-04-08,Delivered,Wallet,Customer_180,19,Female,Delhi,2021-06-22,Product_49,Home,4671,31
373,49,1,4671,173,2023-03-17,Delivered,UPI,Customer_173,32,Female,Delhi,2021-06-15,Product_49,Home,4671,31
144,49,1,4671,41,2022-04-30,Cancelled,Wallet,Customer_41,31,Male,Chennai,2021-06-06,Product_49,Home,4671,31
